id	work_id	work	year	source_locator	source_witness_sha256	mathlib_coverage	mathlib_declarations	local_contribution	local_declaration	build_status	receipt	axioms	qa_effect	limitations
NOETH-1922-FVC-QUADRATIC-CENTRAL-IDENTITY	P21	Formale Variationsrechnung und Differentialinvarianten	1922	lines 12639–12643	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	Finset sums; Matrix; LinearMap; derivation product rules	NONE		formalization_target_identified			neutral	After fixing finite indices, symmetry of g, and two formal derivations, the quadratic specialization should be a finite-sum product-rule calculation.
NOETH-1922-FVC-POLARIZATION-IDENTITIES	P21	Formale Variationsrechnung und Differentialinvarianten	1922	lines 12644–12655; equation (141)	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Polynomial.coeff; Finset sums; multilinear polarization infrastructure	NONE		dependency_graph_recorded			canon_resolved_keep_with_apparatus	Primary print confirms capital D as an implicit independent outer formal differential. The source-shaped coefficient comparison needs a jet model with d, delta, and D typed separately.
NOETH-1922-FVC-POLARIZED-EULER-CONTRAGREDIENT	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12656	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	Representation; multilinear polarization; Polynomial.ext	NONE		dependency_graph_recorded			neutral	The transformation law follows from the polarized central identities once their typed action and the source's D/delta convention are fixed.
NOETH-1922-FVC-POLARIZED-EULER-FORMULA	P21	Formale Variationsrechnung und Differentialinvarianten	1922	lines 12656–12660	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Matrix; Finset sums; bilinear-form and derivation infrastructure	NONE		dependency_graph_recorded			neutral	The coordinate computation of psi_mu(d,delta) needs a formal jet calculus and a definition of the first-kind Christoffel coefficients used by the source.
NOETH-1922-FVC-RAISED-CONNECTION-VECTOR	P21	Formale Variationsrechnung und Differentialinvarianten	1922	lines 12661–12664; equation (142)	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Matrix.det; Matrix.inv; bilinear forms; connection infrastructure	NONE		dependency_graph_recorded			historical_terminology_recorded	The superscript on p^sigma is a raised coordinate index, not exponentiation; the source formula needs a nondegenerate metric and a coordinate-to-connection bridge.
NOETH-1922-FVC-GEODESIC-EQUATION	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12665	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	geodesic and affine-connection manifold infrastructure	NONE		audit_complete_no_local_code			neutral	Abstract geodesics have modern infrastructure; equivalence of p(d,d)=0 with that notion requires the missing coordinate connection and regularity hypotheses.
NOETH-1922-FVC-COVARIANT-DERIVATIVE-DEFINITION	P21	Formale Variationsrechnung und Differentialinvarianten	1922	lines 12667–12671; equation (143)	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	IsCovariantDerivativeOn; CovariantDerivative	NONE		audit_complete_no_local_code			neutral	Mathlib provides an abstract covariant derivative, not Noether's coordinate elimination formula for forms in one or several differential rows.
NOETH-1922-FVC-COVARIANT-DERIVATIVE-INVARIANCE	P21	Formale Variationsrechnung und Differentialinvarianten	1922	lines 12668–12671	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	IsCovariantDerivativeOn; CovariantDerivative; tensor naturality infrastructure	NONE		dependency_graph_recorded			neutral	A theorem must identify formula (143) with an abstract covariant derivative and prove its invariance and cancellation of second differentials.
NOETH-1922-FVC-SECOND-VARIATION-NORMAL-FORM	P21	Formale Variationsrechnung und Differentialinvarianten	1922	lines 12673–12677; equation (144)	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	second-derivative and bilinear-form infrastructure; no formal higher-variation algebra	NONE		dependency_graph_recorded			neutral	Needs second and third formal variations and a theorem that the displayed combination eliminates third differentials while preserving invariance.
NOETH-1922-FVC-CURVATURE-FORM-DEFINITION	P21	Formale Variationsrechnung und Differentialinvarianten	1922	lines 12677–12680; equation (145)	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	curvature and covariant-derivative infrastructure; no source coordinate package	NONE		dependency_graph_recorded			neutral	The subtraction defining K depends on the missing formal second variation, polarized Euler expressions, and connection-vector construction.
NOETH-1922-FVC-CURVATURE-ALTERNATE-IDENTITY	P21	Formale Variationsrechnung und Differentialinvarianten	1922	lines 12680–12686; equation (146)	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	finite-sum algebra and curvature infrastructure only	NONE		dependency_graph_recorded			neutral	The alternative expression for K is a formal identity only after the central equation and order-sensitive derivations have been encoded.
NOETH-1922-FVC-DIFFERENTIATE-THEN-ELIMINATE	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12687	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	quotient/substitution algebra and differential-operator infrastructure only	NONE		dependency_graph_recorded			neutral	The source insists that p be set to zero only after differentiation; a formal model must distinguish differentiation from subsequent quotient or substitution.
NOETH-1922-FVC-CURVATURE-JET-SERIES	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12689	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	CovariantDerivative and curvature infrastructure; no iterated curvature-jet package matching the source	NONE		dependency_graph_recorded			neutral	Defining the Christoffel series Phi_4, Phi_5, ... needs iterated covariant derivatives in the source's formal coordinate model.
NOETH-1922-FVC-COMPLETE-DIFFERENTIAL-INVARIANTS	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12689	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	curvature-jet and invariant-theory infrastructure only	NONE		qualified_restatement_required			review_statement_scope	The claim that f and the curvature-derivative series exhaust all projective differential invariants suppresses locality, regularity, finite-jet, and transformation hypotheses.
NOETH-1922-FVC-QUADRATIC-EQUIVALENCE-CRITERION	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12689	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	local-isometry and curvature-jet infrastructure only	NONE		qualified_restatement_required			review_statement_scope	Equality/equivalence of the invariant series is said to decide equivalence without further integrability conditions, but the source omits the analytic and local hypotheses needed for a modern theorem.
NOETH-1922-FVC-NORMAL-COORDINATE-REDUCTION	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12689	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	smooth-manifold, exponential-map, and connection infrastructure only	NONE		dependency_graph_recorded			neutral	Needs existence and transformation laws of Riemann normal coordinates and a proof that homogeneous Taylor components are generated by f and the Phi-series.
NOETH-1922-FVC-LEVI-CIVITA-PARALLEL-TRANSPORT	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12691	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	affine connection and parallel-transport infrastructure	NONE		audit_complete_no_local_code			neutral	Abstract parallel transport is modern vocabulary; identifying it with the historical equation p(d,delta)=0 requires the coordinate connection bridge.
NOETH-1922-FVC-CONFORMAL-CONNECTION-UNIQUENESS	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12691	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	conformal scaling, one-form, and connection infrastructure only	NONE		dependency_graph_recorded			neutral	The uniqueness of p after adjoining a one-form to a conformal quadratic form needs a precise Weyl-connection structure and transformation law.
NOETH-1922-FVC-CONFORMAL-INVARIANT-CONSTRUCTION	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12691	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	connection, covariant-derivative, and geodesic-coordinate infrastructure only	NONE		dependency_graph_recorded			neutral	The analogous invariants and geodesic coordinates are asserted, while the paragraph explicitly leaves the general reduction and equivalence questions open.
NOETH-1922-FVC-NOETHER-I-FORWARD	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12693	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	Lie-group and divergence infrastructure; no variational Noether theorem	NONE		dependency_graph_recorded			historical_terminology_recorded	Here endliche Gruppe means a finite-dimensional Lie group with rho essential parameters, not a finite-cardinality group; the theorem needs jets, infinitesimal actions, Euler operators, and currents.
NOETH-1922-FVC-NOETHER-I-CONVERSE	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12693	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	Lie integration and conservation-law infrastructure only	NONE		qualified_restatement_required			historical_terminology_recorded	The one-sentence survey statement suppresses the qualifications in Noether's 1918 paper; an unconditional converse would overstate the source.
NOETH-1922-FVC-NOETHER-II-FORWARD	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12693	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	formal differential-operator and test-function infrastructure; no gauge Noether theorem	NONE		dependency_graph_recorded			neutral	Needs arbitrary-function symmetries through order sigma, jets, formal adjoints, and differential identities among Euler expressions.
NOETH-1922-FVC-NOETHER-II-CONVERSE	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12693	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	no gauge-pseudogroup integration theorem identified	NONE		qualified_restatement_required			review_statement_scope	The compressed converse lacks the integration and essential-rank qualifications needed to reconstruct a function-parameter symmetry group.
NOETH-1922-FVC-EULER-RELATIVE-INVARIANTS	P21	Formale Variationsrechnung und Differentialinvarianten	1922	line 12693	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Representation and Euler-operator naturality infrastructure only	NONE		dependency_graph_recorded			neutral	A precise theorem needs the representation weight and transformation convention under which the Euler expressions become relative invariants.
HENTZELT-NOETHER-1923-ELIMINATION-PROBLEM	P22	Zur Theorie der Polynomideale und Resultanten	1923	line 12712	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	MvPolynomial.zeroLocus; MvPolynomial.mem_zeroLocus_iff; MvPolynomial.zeroLocus_anti_mono	NONE		audit_complete_no_local_code			neutral	Exact modern semantics for common zeros of every member of a polynomial ideal; this does not supply Hentzelt's elimination construction.
HENTZELT-NOETHER-1923-MAIN-RESULTANT-STATEMENT	P22	Zur Theorie der Polynomideale und Resultanten	1923	lines 12714–12720	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	MvPolynomial.zeroLocus; ideal order; determinant and module-norm infrastructure	NONE		dependency_graph_recorded			canon_staged_semantics_resolved	The main statement requires the staged resultant form, its precise normalization, divisor-ideal injectivity, and characteristic multiplicity. P22 confirms that the P18 product is genuinely triangular/staged.
HENTZELT-NOETHER-1923-GROUND-MODULE-DEFINITION	P22	Zur Theorie der Polynomideale und Resultanten	1923	Definition I lines 12752–12762; formulae (2)–(4)	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Submodule; Module.rank; Module.finrank; Module.IsTorsion	PROMOTED_SUPPORT	MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.nonzeroScalarSaturation; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.IsGroundModule; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.isGroundModule_iff_nonzeroScalarSaturation_eq; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.nonzeroScalarSaturation_isLeast; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.nonzeroScalarSaturation_rank_eq	built_v4.31.0	artifacts/build/MathematicalCommons-Noether-PolynomialIdealsAndResultants1923-FirstGroundModuleTorsion-20260828T1611183796552-b3ea0d69.module.receipt.json	propext; Classical.choice; Quot.sound	neutral	Formula (2)'s cancellation condition and formula (4)'s nonzero-scalar saturation are promoted in HENTZELT-NOETHER-1923-FIRST-GROUND-MODULE, with the same-rank consequence in HENTZELT-NOETHER-1923-FIRST-GROUND-MODULE-TORSION. A separate equivalence with every nuance of the historical no-proper-divisor-of-equal-rank phrasing is not packaged in this broad definition record.
HENTZELT-NOETHER-1923-SATZ-I	P22	Zur Theorie der Polynomideale und Resultanten	1923	Satz I lines 12763–12795	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Submodule; Module.IsTorsion; Module.rank; Submodule.rank_quotient_add_rank; Cardinal.toNat	PROMOTED_SUPPORT	MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.nonzeroScalarSaturation_isLeast; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.relativeQuotient_isTorsion_iff_le_nonzeroScalarSaturation; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.relativeDenominator_rank_eq_of_le_nonzeroScalarSaturation; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.relativeDenominator_finrank_eq_of_le_nonzeroScalarSaturation; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.nonzeroScalarSaturation_rank_eq	built_v4.31.0	artifacts/build/MathematicalCommons-Noether-PolynomialIdealsAndResultants1923-FirstGroundModuleTorsion-20260828T1611183796552-b3ea0d69.module.receipt.json	propext; Classical.choice; Quot.sound	neutral	The formula-(4) least-ground-module construction and same-rank conclusion are promoted in the two first-ground-module records. The displayed localized Smith-basis representation and the full historical divisor formulation remain unformalized, so this broad Satz-I record remains GAP_CANDIDATE.
HENTZELT-NOETHER-1923-MODULE-QUOTIENT-DEFINITION	P22	Zur Theorie der Polynomideale und Resultanten	1923	Definition II lines 12800–12810	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Submodule.colon; Submodule.mem_colon; scalar multiplication	NONE		audit_complete_no_local_code			neutral	The scalar set c with cB contained in A is modeled by a colon/annihilator-style ideal after fixing the historical divisibility orientation; it is not a quotient type.
HENTZELT-NOETHER-1923-SATZ-II	P22	Zur Theorie der Polynomideale und Resultanten	1923	Satz II lines 12815–12844	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Submodule.smithNormalFormCoeffs; Ideal.smithCoeffs; Ideal.quotientEquivPiSpan	NONE		dependency_graph_recorded			neutral	Smith coefficients and quotient decompositions exist, but the reciprocal identities between Hentzelt's ground module and highest elementary divisor are not packaged.
HENTZELT-NOETHER-1923-SATZ-III	P22	Zur Theorie der Polynomideale und Resultanten	1923	Satz III lines 12849–12895	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	FractionRing; IsLocalization; submodule localization infrastructure	NONE		dependency_graph_recorded			neutral	The quotient representation over multivariate-polynomial or general domain coefficients goes beyond the pinned PID Smith-normal-form theorem and needs a localized source-shaped proof.
HENTZELT-NOETHER-1923-NORM-DEFINITION	P22	Zur Theorie der Polynomideale und Resultanten	1923	Definition III lines 12906–12918	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	LinearMap.det; Algebra.norm_apply; Algebra.norm_eq_matrix_det	NONE		audit_complete_no_local_code			neutral	Modern determinant norms provide the target language after finite-free bases are fixed; the historical transition from ground module to module must still be constructed.
HENTZELT-NOETHER-1923-SATZ-IV	P22	Zur Theorie der Polynomideale und Resultanten	1923	Satz IV lines 12919–12922	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Submodule.exists_smith_normal_form_of_rank_eq; Matrix.det	NONE		dependency_graph_recorded			neutral	Equality of determinants alone is insufficient; the source also uses module divisibility, equal rank, and a common ground module. No end-to-end pinned injectivity result was found.
HENTZELT-NOETHER-1923-SATZ-V	P22	Zur Theorie der Polynomideale und Resultanten	1923	Satz V lines 12924–12998	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	IsCoprime; Ideal.isCoprime_iff_sup_eq; Chinese-remainder infrastructure; Smith normal form	NONE		dependency_graph_recorded			neutral	Coprime factorization vocabulary exists, but the unique reconstruction of two module divisors with prescribed norm factors is source-specific and missing.
HENTZELT-NOETHER-1923-TRANSFORMED-IDEAL-DEFINITION	P22	Zur Theorie der Polynomideale und Resultanten	1923	Equation (12) and Definition IV, lines 13004–13037	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	FORMALIZED_GAP	MvPolynomial.bind₁; AlgEquiv; Ideal.map; Ideal.map_span	PROMOTED_DEFINITION	MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.forwardFamily; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.inverseFamily; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.forwardHom; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.inverseHom; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.forwardHom_X; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.inverseHom_X; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.forward_comp_inverse; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.inverse_comp_forward; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.equiv; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.equiv_apply; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.equiv_symm_apply; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.equiv_X; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.equiv_symm_X; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.equiv_X_pivot; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.equiv_symm_X_pivot; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.equiv_X_of_ne; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.equiv_symm_X_of_ne; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.transformIdeal; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.equiv_apply_mem_transformIdeal_iff; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.mem_transformIdeal_iff_symm_mem; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.map_symm_transformIdeal; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.transformIdeal_span; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.transformIdeal_span_range; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.optionParameters; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.optionPivotEquiv; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.optionPivotEquiv_X_some; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.optionPivotEquiv_X_none; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.optionPivotEquiv_symm_X_some; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.optionPivotEquiv_symm_X_none; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.lowerImage; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowForwardFamily; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowInverseFamily; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowForwardHom; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowInverseHom; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowForwardHom_X; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowInverseHom_X; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowForward_comp_inverse; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowInverse_comp_forward; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowEquiv; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowEquiv_X; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowEquiv_X_target; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowEquiv_X_of_ne; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.rowEquiv_lowerImage_of_lt; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.lowerPrefixEquiv; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.lowerPrefixEquiv_X; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.lowerUnitriangularEquiv; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.lowerUnitriangularEquiv_X; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.lowerUnitriangularEquiv_symm_X; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.lowerTransformIdeal; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.lowerEquiv_apply_mem_transformIdeal_iff; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.mem_lowerTransformIdeal_iff_symm_mem; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.map_symm_lowerTransformIdeal; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.lowerTransformIdeal_span; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.lowerTransformIdeal_span_range; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.IndependentParameters.LowerParameter; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.IndependentParameters.independentLowerMatrix; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.IndependentParameters.independentParameterVariables_algebraicIndependent; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.IndependentParameters.independentLowerMatrix_of_lt; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.IndependentParameters.independentLowerMatrix_of_not_lt; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.IndependentParameters.independentLowerUnitriangularEquiv; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.IndependentParameters.independentLowerUnitriangularEquiv_X; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.CoordinateShear.IndependentParameters.genericTransformHom_independent_X	built_v4.31.0	artifacts/build/MathematicalCommons-Noether-PolynomialIdealsAndResultants1923-GenericParameters-20260825T1713256603826-8eceb7ac.module.receipt.json	propext; Classical.choice; Quot.sound	neutral	Promoted the full lower-unitriangular equation (12), its recursive inverse, ideal/generator transport, the natural lower-pair parameter type, and algebraic independence of the printed coefficients. The reusable elementary shear remains explicitly separate. Later regularity determinants are downstream infrastructure, not part of Definition IV.
HENTZELT-NOETHER-1923-REGULAR-POLYNOMIAL-DEFINITION	P22	Zur Theorie der Polynomideale und Resultanten	1923	regularity definition line 13039	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	MvPolynomial.totalDegree; MvPolynomial.coeff; Finsupp.single	PROMOTED_DEFINITION	MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularitySpecialization.IsRegularInDegree	built_v4.31.0	artifacts/build/MathematicalCommons-Noether-PolynomialIdealsAndResultants1923-RegularitySpecialization-20260825T2235544405991-6ed747de.module.receipt.json	propext; Classical.choice; Quot.sound	neutral	Models the printed definition exactly: a polynomial of total degree r is regular with respect to x_i when the pure-power coefficient of x_i^r is nonzero. It does not assert that a given ideal or determinant supplies such a polynomial.
